,Cell_id,General_area,Sub_area,Layer,Dendrite_type,Hemisphere,cell_reporter_status,line_name,Database,Experiment,Animal,Exc_Inh,Exc_Inh_FT,Cell_type,Layer_second,Model_id,file_name,Folder,Cluster,Cluster_Layer,Cluster_Cell_type,Cluster_nb
27,480353286.0,VIS,VISp,5,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,483109046.0,Cell_480353286_model_483109046_config.json,L5_IT_grp2_neuron_config,L5_IT_grp2,L5,IT,grp2
28,480643417.0,VIS,VISp,2/3,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,483147623.0,Cell_480643417_model_483147623_config.json,,,,,
29,480705931.0,VIS,VISp,5,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,483147701.0,Cell_480705931_model_483147701_config.json,,,,,
30,480268803.0,VIS,VISp,4,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,483148192.0,Cell_480268803_model_483148192_config.json,,,,,
31,480778441.0,VIS,VISp,4,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,483150411.0,Cell_480778441_model_483150411_config.json,,,,,
32,481127348.0,VIS,VISp,4,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,4,483151408.0,Cell_481127348_model_483151408_config.json,,,,,
33,481136214.0,VIS,VISp,2/3,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,483151560.0,Cell_481136214_model_483151560_config.json,,,,,
34,482521571.0,VIS,VISp,5,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,483151977.0,Cell_482521571_model_483151977_config.json,,,,,
35,481096407.0,VIS,VISp,4,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,4,484619054.0,Cell_481096407_model_484619054_config.json,,,,,
36,482649712.0,VIS,VISp,1,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,1,484624360.0,Cell_482649712_model_484624360_config.json,,,,,
37,482654108.0,VIS,VISp,1,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,1,484625817.0,Cell_482654108_model_484625817_config.json,,,,,
38,482690728.0,VIS,VISp,5,aspiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,Sst,5,484628265.0,Cell_482690728_model_484628265_config.json,,,,,
39,482726727.0,VIS,VISp,4,spiny,left,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,484629173.0,Cell_482726727_model_484629173_config.json,,,,,
40,482764620.0,VIS,VISp,5,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,484631922.0,Cell_482764620_model_484631922_config.json,,,,,
41,482772037.0,VIS,VISp,2/3,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,484633258.0,Cell_482772037_model_484633258_config.json,,,,,
42,482773968.0,VIS,VISp,5,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,484633288.0,Cell_482773968_model_484633288_config.json,,,,,
43,480648382.0,VIS,VISp,4,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485467203.0,Cell_480648382_model_485467203_config.json,,,,,
44,480718588.0,VIS,VISl,4,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485467562.0,Cell_480718588_model_485467562_config.json,,,,,
45,480798873.0,VIS,VISp,2/3,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,485472233.0,Cell_480798873_model_485472233_config.json,,,,,
46,480999763.0,VIS,VISp,2/3,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,485472344.0,Cell_480999763_model_485472344_config.json,,,,,
47,481003643.0,VIS,VISp,5,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,485472485.0,Cell_481003643_model_485472485_config.json,,,,,
48,481093098.0,VIS,VISp,2/3,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,485475738.0,Cell_481093098_model_485475738_config.json,,,,,
49,481127173.0,VIS,VISp,4,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,4,485475987.0,Cell_481127173_model_485475987_config.json,,,,,
50,482435718.0,VIS,VISpm,2/3,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,485476049.0,Cell_482435718_model_485476049_config.json,,,,,
51,482444444.0,VIS,VISp,2/3,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485476088.0,Cell_482444444_model_485476088_config.json,,,,,
52,482516631.0,VIS,VISp,5,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,485479594.0,Cell_482516631_model_485479594_config.json,,,,,
53,482809953.0,VIS,VISp,4,spiny,right,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485504492.0,Cell_482809953_model_485504492_config.json,,,,,
54,483018019.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485507652.0,Cell_483018019_model_485507652_config.json,,,,,
55,,,,,,,,,,,,,,,,485507724.0,,L4_exc_grp1_neuron_config,L4_exc_grp1,L4,exc,grp1
56,483027960.0,VIS,VISp,2/3,spiny,left,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,485510579.0,Cell_483027960_model_485510579_config.json,,,,,
57,483057325.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485510646.0,Cell_483057325_model_485510646_config.json,,,,,
58,483099796.0,VIS,VISpm,5,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,485513141.0,Cell_483099796_model_485513141_config.json,,,,,
59,483101699.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485513173.0,Cell_483101699_model_485513173_config.json,L4_exc_grp4_neuron_config,L4_exc_grp4,L4,exc,grp4
60,484818613.0,VIS,VISp,5,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,485518053.0,Cell_484818613_model_485518053_config.json,,,,,
61,484509440.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,485590972.0,Cell_484509440_model_485590972_config.json,,,,,
62,484515166.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485591684.0,Cell_484515166_model_485591684_config.json,,,,,
63,484770879.0,VIS,VISp,4,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485601576.0,Cell_484770879_model_485601576_config.json,,,,,
64,484635029.0,VIS,VISp,2/3,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485602018.0,Cell_484635029_model_485602018_config.json,,,,,
65,484737013.0,VIS,VISp,5,spiny,left,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,485610760.0,Cell_484737013_model_485610760_config.json,,,,,
66,484738748.0,VIS,VISp,4,spiny,right,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485611209.0,Cell_484738748_model_485611209_config.json,,,,,
67,484744672.0,VIS,VISal,5,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,485611867.0,Cell_484744672_model_485611867_config.json,,,,,
68,484742372.0,VIS,VISp,5,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,485611903.0,Cell_484742372_model_485611903_config.json,,,,,
69,485061364.0,VIS,VISp,4,aspiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,Sst,4,485674217.0,Cell_485061364_model_485674217_config.json,,,,,
70,485184849.0,VIS,VISp,2/3,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485694390.0,Cell_485184849_model_485694390_config.json,L4_pvalb_grp1_neuron_config,L4_pvalb_grp1,L4,pvalb,grp1
71,485184849.0,VIS,VISp,2/3,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485694390.0,Cell_485184849_model_485694390_config.json,L23_pvalb_grp1_neuron_config,L23_pvalb_grp1,L23,pvalb,grp1
72,485287282.0,VIS,VISp,4,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,4,485716422.0,Cell_485287282_model_485716422_config.json,,,,,
73,485245025.0,VIS,VISp,2/3,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485716705.0,Cell_485245025_model_485716705_config.json,,,,,
74,485455285.0,VIS,VISp,5,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,--,Sst,5,485720551.0,Cell_485455285_model_485720551_config.json,,,,,
75,485468180.0,VIS,VISp,2/3,spiny,left,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,485720576.0,Cell_485468180_model_485720576_config.json,L4_exc_grp4_neuron_config,L4_exc_grp4,L4,exc,grp4
76,485466109.0,VIS,VISp,2/3,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,2/3,485720605.0,Cell_485466109_model_485720605_config.json,,,,,
77,485058595.0,VIS,VISp,5,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,Sst,5,485904755.0,Cell_485058595_model_485904755_config.json,,,,,
78,485060618.0,VIS,VISal,2/3,aspiny,left,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,2/3,485905016.0,Cell_485060618_model_485905016_config.json,,,,,
79,484679812.0,VIS,VISp,4,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,485909114.0,Cell_484679812_model_485909114_config.json,L4_exc_grp1_neuron_config,L4_exc_grp1,L4,exc,grp1
80,485577686.0,VIS,VISp,4,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486051873.0,Cell_485577686_model_486051873_config.json,,,,,
81,485578197.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486051901.0,Cell_485578197_model_486051901_config.json,,,,,
82,485579168.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486051929.0,Cell_485579168_model_486051929_config.json,,,,,
83,485608017.0,VIS,VISp,4,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486052027.0,Cell_485608017_model_486052027_config.json,,,,,
84,485570335.0,VIS,VISpm,4,spiny,right,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486052319.0,Cell_485570335_model_486052319_config.json,,,,,
85,485570372.0,VIS,VISp,2/3,spiny,right,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,486052342.0,Cell_485570372_model_486052342_config.json,,,,,
86,485574832.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486052401.0,Cell_485574832_model_486052401_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
87,485574721.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486052424.0,Cell_485574721_model_486052424_config.json,L5_IT_grp2_neuron_config,L5_IT_grp2,L5,IT,grp2
88,485836906.0,VIS,VISp,4,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486508636.0,Cell_485836906_model_486508636_config.json,L4_exc_grp4_neuron_config,L4_exc_grp4,L4,exc,grp4
89,485837504.0,VIS,VISp,5,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486508691.0,Cell_485837504_model_486508691_config.json,L5_IT_grp2_neuron_config,L5_IT_grp2,L5,IT,grp2
90,485835016.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486508723.0,Cell_485835016_model_486508723_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
91,485838981.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486508778.0,Cell_485838981_model_486508778_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
92,485880739.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486508999.0,Cell_485880739_model_486508999_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
93,485889190.0,VIS,VISp,4,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486509055.0,Cell_485889190_model_486509055_config.json,,,,,
94,485884503.0,VIS,VISp,4,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486509277.0,Cell_485884503_model_486509277_config.json,,,,,
95,485931158.0,VIS,VISp,4,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486509947.0,Cell_485931158_model_486509947_config.json,L4_exc_grp3_neuron_config,L4_exc_grp3,L4,exc,grp3
96,485912047.0,VIS,VISpm,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486511097.0,Cell_485912047_model_486511097_config.json,L5_IT_grp2_neuron_config,L5_IT_grp2,L5,IT,grp2
97,485932822.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486511356.0,Cell_485932822_model_486511356_config.json,,,,,
98,485958978.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486512803.0,Cell_485958978_model_486512803_config.json,,,,,
99,485955227.0,VIS,VISp,5,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486512832.0,Cell_485955227_model_486512832_config.json,,,,,
100,486029942.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486554027.0,Cell_486029942_model_486554027_config.json,,,,,
101,486108147.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486556532.0,Cell_486108147_model_486556532_config.json,,,,,
102,486052980.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486556586.0,Cell_486052980_model_486556586_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
103,486110216.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486556703.0,Cell_486110216_model_486556703_config.json,L5_IT_grp1_neuron_config,L5_IT_grp1,L5,IT,grp1
104,,,,,,,,,,,,,,,,486556800.0,,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
105,486146717.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486557270.0,Cell_486146717_model_486557270_config.json,L5_IT_grp2_neuron_config,L5_IT_grp2,L5,IT,grp2
106,486175203.0,VIS,VISp,2/3,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,486557299.0,Cell_486175203_model_486557299_config.json,,,,,
107,486176465.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486557409.0,Cell_486176465_model_486557409_config.json,,,,,
108,486196663.0,VIS,VISp,4,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486557592.0,Cell_486196663_model_486557592_config.json,,,,,
109,486236426.0,VIS,VISp,4,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486557898.0,Cell_486236426_model_486557898_config.json,,,,,
110,486235288.0,VIS,VISp,5,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,486557926.0,Cell_486235288_model_486557926_config.json,,,,,
111,486239338.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,486558433.0,Cell_486239338_model_486558433_config.json,L4_exc_grp4_neuron_config,L4_exc_grp4,L4,exc,grp4
